model,seed,n_trainval,n_test,cv_mean_cindex,cv_std_cindex,retrain_mean_cindex,test_cindex,test_loss,mean_best_epoch,boot_mean,boot_lower,boot_upper,boot_std,weight_binn,weight_gene,weight_clinical
binn_only,0,847,212,0.6616412805267872,0.04062726009269632,0.7920733861606017,0.7649470447557226,2.4535797238349915,10,0.7649462926784484,0.6759703718247849,0.8400034278591462,0.041603306139918445,1.0,,
binn_only,1,847,212,0.6416567572898854,0.07019020073568202,0.748160278662799,0.6595289079229122,2.424190253019333,8,0.6589317181380537,0.5646910455480051,0.7486088191691319,0.04707510093998651,1.0,,
binn_only,2,847,212,0.6698761201637774,0.11557164995198031,0.7244517309382945,0.6246730601569311,2.5877217054367065,5,0.6288239672255718,0.47543322196536286,0.7665744954840531,0.07415525585778676,1.0,,
binn_only,3,847,212,0.6837290258993124,0.04872893947436537,0.7611902130461365,0.6883530482256597,2.3600092232227325,8,0.6899668144881851,0.5887860260650025,0.7936904129597663,0.05158155868906047,1.0,,
binn_only,4,847,212,0.6657076344679831,0.05112941371858591,0.7931768096518398,0.7457692307692307,2.4027079641819,9,0.7467807273167494,0.6389822669477956,0.840676331424455,0.05252943417474277,1.0,,
binn_only,5,847,212,0.725357015870675,0.03612988419460638,0.8152767575709675,0.6740858505564388,2.516075521707535,13,0.671850533103259,0.5518033225445959,0.7800751329330063,0.060904946176491545,1.0,,
binn_only,6,847,212,0.6757648235682719,0.04782141283396944,0.7965893919164948,0.689928628072958,2.5515055060386658,12,0.6910128911360364,0.602514177085687,0.7758968800492094,0.04568556725175054,1.0,,
binn_only,7,847,212,0.7188056181387289,0.04443332115928002,0.8268190227525675,0.5776344086021505,2.394343852996826,13,0.5772116930245363,0.41464196372732964,0.742296357209909,0.08353545591383216,1.0,,
binn_only,8,847,212,0.7407465950218058,0.026469161745148746,0.8129708405618002,0.6725274725274726,2.5222671031951904,10,0.6726098967073242,0.5555956401867183,0.7789136527296978,0.05740387872646487,1.0,,
binn_only,9,847,212,0.7155775384710079,0.03831698672926846,0.8257189596718747,0.6125166444740346,2.477524608373642,11,0.6152766130667594,0.4796141434470315,0.7427692350277064,0.07069857222803434,1.0,,
gene_only,0,847,212,0.6943414546023263,0.025311189749766677,0.8596418176618047,0.6433208062863,3.1345176100730896,6,0.6438814566328581,0.5282614457107677,0.749928155932809,0.05641333157130174,,1.0,
gene_only,1,847,212,0.6489901521949093,0.06132011616451661,0.8250788593529571,0.6972162740899358,2.338334947824478,6,0.6962094552975272,0.5726472909493626,0.8035867667044931,0.06107696959085156,,1.0,
gene_only,2,847,212,0.6635822420643361,0.08045462808189256,0.9018958564186306,0.7022667829119442,2.703636109828949,11,0.7019933879181944,0.5464507841102366,0.8344736028206475,0.07254516119716596,,1.0,
gene_only,3,847,212,0.6917851516442957,0.035260521075495654,0.8687727171948589,0.6342129208371247,2.6404707431793213,7,0.6325107778634095,0.4788086038717999,0.7757707950096989,0.07749847309955661,,1.0,
gene_only,4,847,212,0.6309710035032481,0.06295797288375876,0.840040206918532,0.7646153846153846,2.5622546076774597,5,0.7654238385543695,0.6827865256617248,0.8386115811154548,0.03908443994559494,,1.0,
gene_only,5,847,212,0.6899113452117767,0.06872522112989028,0.898585760908981,0.6788553259141494,2.9396089613437653,11,0.6783587364807209,0.5570469838890971,0.7877884972170687,0.0585645276393969,,1.0,
gene_only,6,847,212,0.6886010171155381,0.03521914272801336,0.8665554072096128,0.6149881046788264,3.1174480319023132,8,0.6152710039158666,0.5162103961762957,0.7138665809765826,0.0510947591146049,,1.0,
gene_only,7,847,212,0.7056489451995331,0.02664911193521368,0.8526636950873596,0.5501075268817204,2.468873232603073,5,0.5504078395789049,0.4091874966185144,0.7038494653249961,0.07367746843343566,,1.0,
gene_only,8,847,212,0.7316972646341019,0.04071365546945598,0.8646197232190246,0.6443956043956044,2.7075231075286865,6,0.6435779512799795,0.5012500947410832,0.7626803343932392,0.06604556054656387,,1.0,
gene_only,9,847,212,0.6886069304114057,0.060843277418598386,0.8685601839778088,0.5521526853084776,3.0412411093711853,7,0.5521629713277468,0.40304416091292977,0.7115555609986373,0.08045015631264087,,1.0,
clinical_only,0,847,212,0.6809474107215049,0.055114084997772095,0.638087547137161,0.5838742740006833,2.6700418293476105,7,0.584258029110857,0.4351657190149003,0.7195103840867201,0.07158757692030791,,,1.0
clinical_only,1,847,212,0.6557393794847916,0.06543501118379072,0.6618241476056874,0.6492505353319058,2.488680988550186,4,0.6493237405982293,0.5014664389664389,0.7690167865003094,0.07014838995775456,,,1.0
clinical_only,2,847,212,0.689846082178929,0.06138717218202887,0.6796754342195928,0.6135571054925893,2.5840503573417664,4,0.6117592664894659,0.4748987454565076,0.7501270996514966,0.06929256492885655,,,1.0
clinical_only,3,847,212,0.7057215794883964,0.044831836913998994,0.6693128909373088,0.5896269335759782,2.4261454343795776,5,0.5900011910669343,0.4382759648227888,0.7439418216026014,0.07849254644289629,,,1.0
clinical_only,4,847,212,0.6316509483282682,0.08523221960185647,0.6426896140299263,0.7236538461538462,2.587604969739914,6,0.7229799641014096,0.6143852820342989,0.8190022204822939,0.05230844936279699,,,1.0
clinical_only,5,847,212,0.6791861234057408,0.08247804575062627,0.6772150368669165,0.6265898251192369,2.625235855579376,2,0.6253925334032633,0.4834925789262024,0.745431100467371,0.06662087246306575,,,1.0
clinical_only,6,847,212,0.6807759339800762,0.06701262423049459,0.6513047699963588,0.6459159397303728,2.670731097459793,4,0.6463317285198522,0.5337601959408467,0.7538245372211073,0.05625344046650937,,,1.0
clinical_only,7,847,212,0.6619991504549492,0.08012013636547831,0.6549948752175052,0.7116129032258065,2.4319067299365997,2,0.7093653481479809,0.5752817999009835,0.820153996634278,0.06338243362174471,,,1.0
clinical_only,8,847,212,0.672177420204412,0.049975477460574784,0.6642149290620024,0.6068131868131869,2.6811752915382385,1,0.6001349539335413,0.45593435635595214,0.7214970781665399,0.06902053206831299,,,1.0
clinical_only,9,847,212,0.6862151030497811,0.06406228372865308,0.6244966181545996,0.6229471815357301,2.4865723252296448,7,0.6246198580141189,0.49446264059704575,0.7536203427763025,0.06473826886821803,,,1.0
binn_gene,0,847,212,0.6963720916841869,0.039810302759590466,0.8406854085701306,0.7007174581482747,2.7110220193862915,5,0.6998462354987672,0.6019301922243099,0.7800071542130366,0.04543267597957529,0.4718981385231018,0.5281018614768982,
binn_gene,1,847,212,0.6459285520758973,0.04404682014699755,0.8449205066019941,0.715203426124197,2.3817947804927826,6,0.7132023667736037,0.6088144165694983,0.7983510552847675,0.05109994568776989,0.46224090456962585,0.5377590656280518,
binn_gene,2,847,212,0.6817502168616019,0.0853523828909925,0.7622900182954357,0.6612903225806451,2.6289631724357605,4,0.6630794232195985,0.5097884077828889,0.79343536989357,0.07272628324144753,0.4815427362918854,0.5184572339057922,
binn_gene,3,847,212,0.6954249205473293,0.05330808504885108,0.8332643559234351,0.6460418562329391,2.5915483236312866,5,0.6454680314560377,0.4883571194644984,0.7873617480267774,0.07483213857265908,0.4730631411075592,0.5269368290901184,
binn_gene,4,847,212,0.6606295541175126,0.0522431399268038,0.8552656003194138,0.6584615384615384,2.9343125224113464,7,0.6590724248015302,0.575450310677391,0.7374535724042827,0.04061596123427041,0.45904436707496643,0.5409556031227112,
binn_gene,5,847,212,0.7105386574014307,0.057740068816528434,0.8844653472962428,0.6534181240063593,2.7866174280643463,11,0.6515873108394638,0.5263016642282371,0.7738211316696403,0.06350562659961614,0.4553075432777405,0.5446925163269043,
binn_gene,6,847,212,0.6561273658023328,0.005725836583014816,0.8630234251729578,0.725614591593973,2.6733765602111816,8,0.7264051302163261,0.6307285826905175,0.8188811902132666,0.046483460749260894,0.45647984743118286,0.5435201525688171,
binn_gene,7,847,212,0.7217178374163338,0.010196560424013287,0.9026430370493966,0.5926881720430107,2.8312076926231384,12,0.59282061779745,0.4508943067038575,0.7404521214252227,0.07273725995784806,0.4531269073486328,0.5468730926513672,
binn_gene,8,847,212,0.7284836838309022,0.029589174447272975,0.8422451420740354,0.6290109890109891,3.1128708124160767,6,0.6270364578000829,0.5106280452572072,0.7362781954887219,0.058226283264996626,0.4680836498737335,0.5319163203239441,
binn_gene,9,847,212,0.6980925840470446,0.05715392493508182,0.8620450935299557,0.5543719485130937,2.835522711277008,5,0.5570537246456223,0.4020335039269751,0.6957483120780195,0.07212447111331623,0.46719154715538025,0.5328084826469421,
binn_clinical,0,847,212,0.6622164703919178,0.05359386237243886,0.7017362337858981,0.6979842842500854,2.7022383511066437,2,0.6981009185625441,0.5888757299543311,0.7998471695241174,0.05370042562026764,0.49735456705093384,,0.5026454925537109
binn_clinical,1,847,212,0.702513406281777,0.056361928145143805,0.7218263214744265,0.6740899357601713,2.38507941365242,7,0.6735954009212842,0.5732079398772558,0.7743814252681991,0.0507919341610392,0.535404622554779,,0.46459540724754333
binn_clinical,2,847,212,0.7074740149922796,0.08004928975502122,0.7697694232015994,0.6582388840453357,2.571520507335663,7,0.6606742356038415,0.5312303605666809,0.7765571205007825,0.062478448345875584,0.5326425433158875,,0.46735748648643494
binn_clinical,3,847,212,0.6944143993300587,0.053917694712248804,0.6582090956120962,0.5896269335759782,2.437631905078888,1,0.5923511128311634,0.4418662102314183,0.7332119987501808,0.0775227649999345,0.5004857778549194,,0.49951422214508057
binn_clinical,4,847,212,0.6495422123435699,0.06053392324910143,0.7254112628404716,0.6573076923076923,2.5674067437648773,5,0.6577599345739057,0.5271294955843701,0.7759934072286145,0.061234847503875825,0.511042058467865,,0.4889579117298126
binn_clinical,5,847,212,0.7003944444579622,0.07093532090363383,0.6643249123655265,0.6705087440381559,2.534635066986084,5,0.6679134592475439,0.5284846935627386,0.7971081296860065,0.06826933671027018,0.5079202055931091,,0.49207985401153564
binn_clinical,6,847,212,0.6838602176037362,0.04602817962727072,0.6967281050058085,0.7644726407613005,2.569929778575897,7,0.7656404334339237,0.6807471549533084,0.8473506738394986,0.041526292576433865,0.5357117652893066,,0.46428820490837097
binn_clinical,7,847,212,0.7213888104425038,0.05948044075400494,0.8092627464066932,0.683010752688172,2.340232700109482,11,0.68344569117646,0.5566103835483397,0.7969256440626528,0.06333222856064973,0.5868809819221497,,0.41311898827552795
binn_clinical,8,847,212,0.7606062138915379,0.030822646023823327,0.8176579949435768,0.6756043956043956,2.584533929824829,13,0.6750703362834153,0.5582440557673273,0.778118735995978,0.056606806369135704,0.5948262214660645,,0.40517380833625793
binn_clinical,9,847,212,0.73671144365717,0.0299950846234484,0.8075179591739966,0.6338215712383488,2.432393491268158,10,0.6377758512212623,0.5011611577540782,0.7688470266687585,0.06645395226966531,0.5579808354377747,,0.44201916456222534
gene_clinical,0,847,212,0.6991488110486144,0.06458866395219687,0.8168222883965074,0.538093611206013,3.23791840672493,5,0.5372464174609775,0.4172201534006771,0.646393244603554,0.05854332780404026,,0.5232047438621521,0.4767951965332031
gene_clinical,1,847,212,0.6546940483825126,0.057883683230643794,0.8588942650625326,0.643254817987152,2.499764561653137,8,0.6417663534048053,0.5196791117227841,0.7536379342685925,0.060348750152265915,,0.5424004197120667,0.45759955048561096
gene_clinical,2,847,212,0.6748658295386426,0.07801919882319928,0.8235322070948273,0.6791630340017437,2.779366672039032,5,0.6803073257876758,0.5624434164204081,0.7882606334248421,0.05766197683059839,,0.5288975834846497,0.47110241651535034
gene_clinical,3,847,212,0.6902956645646408,0.04495027980950519,0.8169825518506325,0.6287534121929026,2.477328598499298,5,0.6294908000359374,0.47509042875648866,0.7806774911496445,0.07761356321888989,,0.5249242782592773,0.4750756621360779
gene_clinical,4,847,212,0.6379396297034174,0.07390021642976237,0.8095859177719482,0.7638461538461538,2.4280266761779785,5,0.7621651380950201,0.6840829390813107,0.8310036198621856,0.03718253608741427,,0.5228174328804016,0.4771825671195984
gene_clinical,5,847,212,0.6914865897795094,0.05625973132961916,0.8671793787018011,0.7090620031796503,2.789956510066986,8,0.7068926799182825,0.5921876106473213,0.8071585051708322,0.05501152554078801,,0.542079508304596,0.45792049169540405
gene_clinical,6,847,212,0.6857207217676292,0.032038699119329855,0.8630138886480675,0.683187946074544,3.091949999332428,7,0.6818117920807127,0.5846884576846225,0.7726979469103675,0.04691005953323887,,0.5398931503295898,0.46010681986808777
gene_clinical,7,847,212,0.6991990309059916,0.03037460359213033,0.8689446126220611,0.6365591397849463,2.479291617870331,6,0.6392153771488506,0.5086752409932193,0.7683647832549617,0.06597177342957988,,0.5336329340934753,0.46636703610420227
gene_clinical,8,847,212,0.7439977847412138,0.02256430903323129,0.8479130524331219,0.5428571428571428,3.132469892501831,6,0.5395905504851869,0.42142056102347686,0.6630940159039667,0.062074705096591694,,0.5319240093231201,0.4680759012699127
gene_clinical,9,847,212,0.6990969735650621,0.07261836367492303,0.8766329215960549,0.5051043053706169,2.829321101307869,8,0.504142095888937,0.36501727984622234,0.6624712135017646,0.07398911459024196,,0.5363185405731201,0.46368148922920227
full_hybinn,0,847,212,0.6947471362518904,0.022025284464396767,0.8420784333518396,0.6604031431499829,2.62642040848732,5,0.6581253775371545,0.5323032750474351,0.778470942572604,0.06409513625419616,0.3179178535938263,0.3646911084651947,0.317391037940979
full_hybinn,1,847,212,0.6718170004034443,0.04601673302573028,0.8632453992106139,0.6098501070663812,2.530618906021118,8,0.6097118693266272,0.48130899660123744,0.7416813117366915,0.06683555195947387,0.3131145238876343,0.37428176403045654,0.3126037120819092
full_hybinn,2,847,212,0.666756157863194,0.08072255049661745,0.8648434591837542,0.7297297297297297,2.8191516399383545,9,0.7318722414969744,0.623546204543069,0.8218662651261193,0.05196691804041599,0.3120693862438202,0.37796977162361145,0.30996090173721313
full_hybinn,3,847,212,0.7022014852439726,0.04946837218124661,0.7970700277477308,0.6751592356687898,2.361746907234192,5,0.6742075818726598,0.5340581398684561,0.8040310275347352,0.06949725785493123,0.3202078938484192,0.35907602310180664,0.32071608304977417
full_hybinn,4,847,212,0.6436093285025264,0.067093652546767,0.8563303131446504,0.681923076923077,2.5768858790397644,7,0.6803550604982821,0.5640747579288451,0.7849352405702011,0.05577172286237142,0.3142649829387665,0.367963969707489,0.3177710473537445
full_hybinn,5,847,212,0.6997169550878086,0.061438042331273486,0.8555611196491169,0.6891891891891891,2.60604190826416,7,0.6883325889259736,0.569633303396293,0.7886203499496223,0.05514909644828584,0.310269832611084,0.3778974711894989,0.3118327260017395
full_hybinn,6,847,212,0.6871340521846615,0.026385725629052136,0.8417607314803576,0.6578112609040444,2.8312824964523315,6,0.658223558377634,0.5758001233649376,0.7425782307081034,0.04341067195488606,0.3144184648990631,0.36799177527427673,0.31758973002433777
full_hybinn,7,847,212,0.7077148458140281,0.034447593957463954,0.8754707649035827,0.64,2.545546740293503,8,0.6386274480508294,0.5124062551079543,0.7577902795430213,0.062110131883916044,0.30968672037124634,0.37843501567840576,0.3118782341480255
full_hybinn,8,847,212,0.736939951110166,0.015668190055412867,0.8777032486513463,0.6839560439560439,2.5492724180221558,8,0.6832602595806607,0.5682885706492008,0.782037500640871,0.053953148080621585,0.30844229459762573,0.3833426535129547,0.30821511149406433
full_hybinn,9,847,212,0.6920842977359892,0.0563464013423209,0.8422911875577894,0.49267643142476697,2.6721167266368866,4,0.4925091643854486,0.36104826423180797,0.631490970537061,0.07013652490729941,0.3203616142272949,0.35583940148353577,0.32379892468452454
